,pure_tweet,toxic
2309,we kinda saw this one coming though the when is what im interested about,0
2310,hours after he received the call from meadows informing him of a positive test trump came to the back of af without a mask an,0
2315,blue beyond bonkers that no refuses to implement plan b til hospitals are overwhelmed by covid patients like we will,0
2317,joe rogan exposes linkedin for censoring a physician who shared peer reviewed research regarding early treatment for c,0
2318,damn,0
2319,joe biden is preparing new covid restrictions and they are absolutely insane,0
2320,my exemption letter for the hospital that i am employed at is due friday the rd not sure what will happen part,0
2323,trump then went on hannity and suggested military families were responsible for the covid outbreak in the white house remembe,0
2325,why isnt there a select committee looking into the last administrations criminal mishandling of covid that resulted in,0
2327,according to meadows trump tested positive for covid on on he held event wmilitary families heres what the post,0
2329,if you admire people in the entertainment industry who are willing speak out for justice no matter the consequences fo,0
2333,former senior wh official says word had circulated that trump had tested positive for covid before the first presidential debat,0
2334,opinion cohen led fight against covid despite resistance to public health measures,0
2335,so trump tested positive the day before the event with gold star families where he implied he might have contracted it https,0
2336,its not just the cultists its the flippant attitude towards a potentially deadly virus and the indifference to others,0
2337,gofundmeplease im raising money for funeral costs and bills from mothers estate my mom passed away from covid sh,0
2339,we just learned that the day after the former president tested positive for covid he did an event with families of americ,0
2341,seems bad that countries with seemingly better virus surveillance are rewarded by being branded as the source of new va,0
2342,western australia no jab no job begins today thousands of now ex police doctors nurses miners teachers and ser,0
2344,here you have it trump tested positive for covid on the th then held this event with gold star families on the th with,0
2346,remember the sense of shock when trump admitted he was covid positive and then was rushed to walter reed hours later,0
2347,this positive test came one day before trump met with gold star military families whom he later suggested had infected,0
2348,im not saying covid is not real its as real as me and you im saying your vaccine is not the fix and in the en,0
2349,what a brave lady she speaks for so many people without a voice very powerful please listen and forward,0
